,True_lat,True_lon,Predict_lat,Predict_lon,SE
0,0.2573402523994446,0.06469373404979706,0.3494994342327118,0.2579888701438904,0.04585632443381127
1,0.29188254475593567,0.08878183364868164,0.3530203104019165,0.261147677898407,0.03344781065210345
2,0.9119170904159546,0.5244321823120117,0.39336416125297546,0.2942469120025635,0.3218823990109394
3,0.2849740982055664,0.13420508801937103,0.35732728242874146,0.2650834918022156,0.022364139843978004
4,0.20552676916122437,0.03854094818234444,0.34726476669311523,0.25594377517700195,0.06735364912961929
5,0.3108808398246765,0.24569855630397797,0.35434773564338684,0.26301032304763794,0.0021890682999015088
6,0.4559585452079773,0.22918100655078888,0.3652998208999634,0.27188950777053833,0.010043020369593814
7,0.3816925585269928,0.3131452202796936,0.37372100353240967,0.2796320915222168,0.0011866754881468822
8,0.30224525928497314,0.21059876680374146,0.3554280996322632,0.26462018489837646,0.0057467281203607
9,0.4196891188621521,0.3145216703414917,0.365005761384964,0.2711792588233948,0.004868834221182006
10,0.4300518035888672,0.3117687404155731,0.3668919801712036,0.2737252116203308,0.005436473377344875
11,0.30397236347198486,0.15554025769233704,0.3585949242115021,0.266554594039917,0.01530780701643586
12,0.3730570077896118,0.25739848613739014,0.36034342646598816,0.2683149576187134,0.0002808044996749359
13,0.21934369206428528,0.2477632462978363,0.3583492040634155,0.26758772134780884,0.019715542177147327
14,0.26597583293914795,0.21472814679145813,0.3578663170337677,0.26617270708084106,0.011090403850511521
15,0.6528497338294983,0.3509979248046875,0.376284658908844,0.2811852693557739,0.08136204752669585
16,0.32815200090408325,0.2869924306869507,0.36412104964256287,0.27202677726745605,0.0015177432494235532
17,0.4853195250034332,0.24225740134716034,0.36026063561439514,0.2677469253540039,0.016289441649315117
18,0.09326425194740295,0.14177563786506653,0.3480457067489624,0.2582966685295105,0.07849074029790337
19,0.19516406953334808,0.1018582209944725,0.3504449725151062,0.2599416971206665,0.049102544254971126
20,0.1986183077096939,0.09291122108697891,0.3486151397228241,0.2577418088912964,0.04966817228989201
21,0.2728842794895172,0.21335168182849884,0.3583895266056061,0.2665707468986511,0.010143416171324526
22,0.27633851766586304,0.176187202334404,0.34593942761421204,0.25609874725341797,0.011230141676981775
23,0.369602769613266,0.11906400322914124,0.35793957114219666,0.26509636640548706,0.021461481293443718
24,0.21416234970092773,0.20096352696418762,0.3539738655090332,0.26330000162124634,0.02343309602523025
25,0.5544041395187378,0.12319339066743851,0.36344534158706665,0.2684849500656128,0.05757489973986202
26,0.25388601422309875,0.08465244621038437,0.34756284952163696,0.256344199180603,0.03825340750953604
27,0.30224525928497314,0.20784583687782288,0.3592519760131836,0.26722389459609985,0.006775519490525461
28,0.23661485314369202,0.22918100655078888,0.3547254800796509,0.2635829448699951,0.015133613555323722
29,0.08290155231952667,0.11149346083402634,0.34675538539886475,0.2569623589515686,0.09078004555019109
30,0.6493955254554749,0.4129387438297272,0.37882882356643677,0.2829771637916565,0.09009635245710346
31,0.12435232847929001,0.1686166524887085,0.3512366712093353,0.2609593868255615,0.06000368556085128
32,0.6649395227432251,0.20784583687782288,0.3716543912887573,0.27717989683151245,0.09082338020192626
33,0.4196891188621521,0.22573985159397125,0.3634350299835205,0.27043724060058594,0.005162379099573622
34,0.4542314410209656,0.1686166524887085,0.36034685373306274,0.26700907945632935,0.01849538541479845
35,0.6113989353179932,0.24982793629169464,0.3696008324623108,0.27503031492233276,0.0591014824332492
36,0.16753022372722626,0.1885753571987152,0.35359853506088257,0.2631179690361023,0.040178017462097815
37,0.40069085359573364,0.23331038653850555,0.3568366467952728,0.2651243209838867,0.0029353178789925938
38,0.07599309086799622,0.25739848613739014,0.3497164249420166,0.2607265114784241,0.07493553936926833
39,0.6580311059951782,0.3269098401069641,0.37670662999153137,0.28074413537979126,0.08127473309168298
40,0.25215888023376465,0.07983482629060745,0.3508961498737335,0.2593841552734375,0.04198700995414045
41,0.2107081115245819,0.0867171362042427,0.35263144969940186,0.26181358098983765,0.0508009988952392
42,0.27633851766586304,0.08396421372890472,0.3480455279350281,0.2568690776824951,0.03503798730055174
43,0.30224525928497314,0.20922230184078217,0.3555540442466736,0.26454275846481323,0.005902179475184122
44,0.1727115660905838,0.8891947865486145,0.37086477875709534,0.2821967601776123,0.4077112997083516
45,0.33678755164146423,0.1410873979330063,0.35604169964790344,0.2636113166809082,0.015382832880796338
46,0.25388601422309875,0.07501720637083054,0.34527498483657837,0.25429028272628784,0.040490779855741066
47,0.3246977627277374,0.06675843149423599,0.34868744015693665,0.25681227445602417,0.03669596784770107
48,0.40241795778274536,0.267721951007843,0.36509498953819275,0.2717479467391968,0.0014092126002127614
49,0.4075993001461029,0.2477632462978363,0.3646264374256134,0.2713812589645386,0.0024044774527185453
50,0.2694300413131714,0.03509979322552681,0.3522951602935791,0.26072800159454346,0.05777471635544952
51,0.2107081115245819,0.04817618802189827,0.3502025008201599,0.2590903043746948,0.06394344912182727
52,0.35233160853385925,0.2794218957424164,0.36638179421424866,0.2728757858276367,0.00024025927266979608
53,0.3056994676589966,0.2883688807487488,0.3627118170261383,0.2706475257873535,0.003564454402028794
54,0.3592400550842285,0.18031658232212067,0.35663244128227234,0.2650390863418579,0.007184702337114546
55,0.45250430703163147,0.2278045415878296,0.36424949765205383,0.27055424451828003,0.009616448479267348
56,0.2573402523994446,0.07777012884616852,0.3517860770225525,0.26097679138183594,0.04248469498619678
57,0.4818652868270874,0.21403992176055908,0.36802080273628235,0.2728767395019531,0.016422337679835586
58,0.260794460773468,0.060564350336790085,0.34947478771209717,0.25792044401168823,0.04681362809655733
59,0.43696027994155884,0.1899518221616745,0.3655049502849579,0.2723172903060913,0.011889934478982456
60,0.49050086736679077,0.14659325778484344,0.36103224754333496,0.26688992977142334,0.03123341281003733
61,0.18134714663028717,0.3771507143974304,0.3575812876224518,0.2667039632797241,0.04325695728370271
62,0.22625215351581573,0.3021335303783417,0.35679891705513,0.2658998966217041,0.01835533368579978
63,0.5284973978996277,0.20784583687782288,0.3694518506526947,0.27550452947616577,0.02987318478319345
64,0.5284973978996277,0.2718513309955597,0.3662120997905731,0.27366721630096436,0.026339815421787094
65,0.31606218218803406,0.21059876680374146,0.3583163022994995,0.26607704162597656,0.004863249643645595
66,0.04317789152264595,0.14796972274780273,0.34639427065849304,0.2569647431373596,0.10382008704597369
67,0.4680483639240265,0.20027528703212738,0.3676193356513977,0.2741520404815674,0.015543764420013817
68,0.22625215351581573,0.3633860945701599,0.3615638315677643,0.2704036831855774,0.026954979044125915
69,0.24352331459522247,0.40536820888519287,0.3608517050743103,0.269588828086853,0.032201991462393886
70,0.3730570077896118,0.1658637374639511,0.3555141091346741,0.26401132345199585,0.009940701928498052
71,0.5716753005981445,0.23331038653850555,0.36680975556373596,0.27274227142333984,0.04352476508781611
72,0.3333333432674408,0.13351686298847198,0.3603375554084778,0.2678685188293457,0.018779594900542707
73,0.2711571753025055,0.08189951628446579,0.35211941599845886,0.26038211584091187,0.03841092276293617
74,0.6666666865348816,0.27116310596466064,0.3706871569156647,0.27510809898376465,0.08761944492353368
75,0.30397236347198486,0.11768754571676254,0.3518921136856079,0.26106375455856323,0.022853039722383672
76,0.6614853143692017,0.4569855332374573,0.37803107500076294,0.28247904777526855,0.11079881928430524
77,0.4162348806858063,0.17136958241462708,0.35905423760414124,0.26626861095428467,0.012275451561003514
78,0.20725388824939728,0.1472814828157425,0.34861284494400024,0.2587582468986511,0.032409423568183104
79,0.21761657297611237,0.06400550901889801,0.34749463200569153,0.2567344307899475,0.05401274750432217
80,0.44905009865760803,0.2993806004524231,0.36923566460609436,0.2746533751487732,0.006981779554180889
81,0.42487046122550964,0.3902271091938019,0.36865904927253723,0.2755725383758545,0.016305393443194482
82,0.42487046122550964,0.22161045670509338,0.3623456656932831,0.26810353994369507,0.006070956845378284
83,0.35060450434684753,0.11768754571676254,0.3574947118759155,0.26474547386169434,0.021673509190073548
84,0.2867012023925781,0.3069511353969574,0.3626592457294464,0.27076971530914307,0.007078719507136455
85,0.1364421397447586,0.2050929069519043,0.3528040945529938,0.2628691792488098,0.05015059312896697
86,0.14162348210811615,0.1472814828157425,0.34934163093566895,0.25936567783355713,0.055709696125136876
87,0.21934369206428528,0.1321403980255127,0.35270702838897705,0.2616215944290161,0.03455115969773548
88,0.3575129508972168,0.14934618771076202,0.35416388511657715,0.26167988777160645,0.01263007641096281
89,0.09326425194740295,0.12044046819210052,0.3461216986179352,0.2564440965652466,0.08243387526740187
90,0.4835923910140991,0.46249139308929443,0.3731851279735565,0.2790067791938782,0.045856367268453546
91,0.21588946878910065,0.2690984308719635,0.3574317693710327,0.2671254277229309,0.0200381155954521
92,0.4835923910140991,0.43977975845336914,0.374832421541214,0.28087061643600464,0.037080846376437826
93,0.3074266016483307,0.08878183364868164,0.35562577843666077,0.26449650526046753,0.03319880646271045
94,0.3316062092781067,0.1961459070444107,0.3597075641155243,0.26733464002609253,0.005857521847235647
95,0.2469775527715683,0.2539573311805725,0.3553926646709442,0.2642860412597656,0.011860518740054227
96,0.3108808398246765,0.2918100357055664,0.36128005385398865,0.2695070505142212,0.003037503923217777
97,0.22797927260398865,0.07364074140787125,0.3480789065361023,0.2571181058883667,0.04808786534733628
98,0.2107081115245819,0.1913282871246338,0.3529702425003052,0.2618996500968933,0.025218831181516244
99,0.9015544056892395,0.33516862988471985,0.38787004351615906,0.28834593296051025,0.26606398888842087
100,0.16580310463905334,0.044046800583601,0.34655100107192993,0.25597047805786133,0.0775814471391242
101,0.25043177604675293,0.21816930174827576,0.35526061058044434,0.26381558179855347,0.013072667432120433
102,0.33678755164146423,0.3069511353969574,0.35749661922454834,0.2666921615600586,0.0020496504545608474
103,0.4162348806858063,0.44184446334838867,0.3726573586463928,0.2790396213531494,0.028404417004190385
104,0.260794460773468,0.11837577074766159,0.3539851903915405,0.26263803243637085,0.029496112234290328
105,0.2694300413131714,0.11631108075380325,0.3546461760997772,0.26310718059539795,0.02881088455667241
106,0.1606217622756958,0.11080522835254669,0.3476560711860657,0.2574008107185364,0.05647209747880333
107,0.27806562185287476,0.06951135396957397,0.3511592149734497,0.2594273090362549,0.041410743344165724
108,0.260794460773468,0.21403992176055908,0.34977468848228455,0.2594273090362549,0.009977495846826834
