,Epoch,Loss,Val RMSE
0,0.0,0.10609372705221176,0.29643890261650085
1,1.0,0.04534503072500229,0.19496358931064606
2,2.0,0.01898425631225109,0.18375974893569946
3,3.0,0.020236555486917496,0.21375232934951782
4,4.0,0.02890864387154579,0.22136951982975006
5,5.0,0.03036043420433998,0.20788992941379547
6,6.0,0.02528919093310833,0.18374907970428467
7,7.0,0.018292881548404694,0.161255344748497
8,8.0,0.012563155964016914,0.1485377848148346
9,9.0,0.009156079962849617,0.1461300551891327
10,10.0,0.007788751740008593,0.1493769735097885
11,11.0,0.007663979660719633,0.15383848547935486
12,12.0,0.008027513511478901,0.1573498398065567
13,13.0,0.00841193925589323,0.15937498211860657
14,14.0,0.008634673431515694,0.16012677550315857
15,15.0,0.008689570240676403,0.16006016731262207
16,16.0,0.008639657869935036,0.1596277803182602
17,17.0,0.00855260994285345,0.15917058289051056
18,18.0,0.008475251495838165,0.15887773036956787
19,19.0,0.008429452776908875,0.15878382325172424
20,20.0,0.008415395393967628,0.15878382325172424
21,21.0,0.008415395393967628,0.15865451097488403
22,22.0,0.00839686207473278,0.15808069705963135
23,23.0,0.008316246792674065,0.15669144690036774
24,24.0,0.00812719576060772,0.15411539375782013
25,25.0,0.007795657962560654,0.15006369352340698
26,26.0,0.00732133025303483,0.14444378018379211
27,27.0,0.0067583126947283745,0.1374981850385666
28,28.0,0.006220424547791481,0.12994500994682312
29,29.0,0.0058554974384605885,0.12304168194532394
30,30.0,0.005787338595837355,0.11834574490785599
31,31.0,0.006050206255167723,0.11682389676570892
32,32.0,0.0065506938844919205,0.11753711104393005
33,33.0,0.007067818194627762,0.11738237738609314
34,34.0,0.007290688809007406,0.11295893788337708
35,35.0,0.006936344318091869,0.10326026380062103
36,36.0,0.005962510593235493,0.09092792868614197
37,37.0,0.00469254469498992,0.08118294179439545
38,38.0,0.0036467427853494883,0.07857010513544083
39,39.0,0.0032006504479795694,0.08244545012712479
40,40.0,0.003352557774633169,0.08691034466028214
41,41.0,0.0037502343766391277,0.08623135834932327
42,42.0,0.003967840690165758,0.07880625873804092
43,43.0,0.0038178851827979088,0.06717801094055176
44,44.0,0.003398526692762971,0.05540994927287102
45,45.0,0.0029022616799920797,0.04644084721803665
46,46.0,0.0024752120953053236,0.04146295785903931
47,47.0,0.0022083723451942205,0.04000735282897949
48,48.0,0.0021288355346769094,0.04014655202627182
49,49.0,0.002181717660278082,0.04019838199019432
50,50.0,0.00227273628115654,0.03976481407880783
51,51.0,0.0023327728267759085,0.039110105484724045
52,52.0,0.002339819446206093,0.03843843564391136
53,53.0,0.002304207533597946,0.037797898054122925
54,54.0,0.002247750060632825,0.03721720352768898
55,55.0,0.0021898900158703327,0.036741580814123154
56,56.0,0.0021421280689537525,0.036400679498910904
57,57.0,0.0021084637846797705,0.03619328513741493
58,58.0,0.0020882661920040846,0.03609514981508255
59,59.0,0.002078769262880087,0.03606915846467018
60,60.0,0.002076256088912487,0.03606915846467018
61,61.0,0.0020762563217431307,0.036040518432855606
62,62.0,0.002073482144623995,0.03592400625348091
63,63.0,0.002062195912003517,0.035669177770614624
64,64.0,0.0020375745370984077,0.035259682685136795
65,65.0,0.0019982538651674986,0.03473901376128197
66,66.0,0.001949302852153778,0.03420746698975563
67,67.0,0.0019034832948818803,0.03377603739500046
68,68.0,0.0018782421248033643,0.033543359488248825
69,69.0,0.0018881646683439612,0.033669162541627884
70,70.0,0.001936146174557507,0.03435065597295761
71,71.0,0.00200669071637094,0.03543040528893471
72,72.0,0.002063801744952798,0.036142218858003616
73,73.0,0.0020617481786757708,0.03568098321557045
74,74.0,0.00197461131028831,0.03389497473835945
75,75.0,0.0018228004919365048,0.03137779235839844
76,76.0,0.0016678001265972853,0.029652118682861328
77,77.0,0.0015815068036317825,0.030342822894454002
78,78.0,0.001597210648469627,0.032302096486091614
79,79.0,0.0016645079012960196,0.03299998864531517
80,80.0,0.0016914366278797388,0.032175902277231216
81,81.0,0.0016407531220465899,0.03102119266986847
82,82.0,0.0015416035894304514,0.03020724281668663
83,83.0,0.0014460609527304769,0.02991735190153122
84,84.0,0.001397794345393777,0.029976550489664078
85,85.0,0.0014003965770825744,0.030107438564300537
86,86.0,0.001419121166691184,0.0302763469517231
87,87.0,0.0014202977763488889,0.030395368114113808
88,88.0,0.0013955627800896764,0.03029596619307995
89,89.0,0.0013562669046223164,0.030018124729394913
90,90.0,0.0013178749941289425,0.029748624190688133
91,91.0,0.0012894448591396213,0.029596958309412003
92,92.0,0.0012721919920295477,0.02955562248826027
93,93.0,0.0012631651479750872,0.02957489900290966
94,94.0,0.0012587704695761204,0.029612168669700623
95,95.0,0.0012564101489260793,0.029643353074789047
96,96.0,0.0012547699734568596,0.029660813510417938
97,97.0,0.0012534612324088812,0.029666999354958534
98,98.0,0.0012525112833827734,0.02966766059398651
99,99.0,0.0012519876472651958,0.02966727502644062
100,100.0,0.0012518325820565224,0.02966727502644062
101,101.0,0.0012518325820565224,0.02966591902077198
102,102.0,0.0012516368879005313,0.029658833518624306
103,103.0,0.0012507920619100332,0.029639754444360733
104,104.0,0.001248805085197091,0.02960135042667389
105,105.0,0.0012452644295990467,0.029536573216319084
106,106.0,0.0012400307459756732,0.029440591111779213
107,107.0,0.0012334233615547419,0.02931356616318226
108,108.0,0.0012262368109077215,0.029163755476474762
109,109.0,0.001219400903210044,0.0290082897990942
110,110.0,0.0012133049312978983,0.028867855668067932
111,111.0,0.0012071726378053427,0.028756748884916306
112,112.0,0.0011990993516519666,0.028676118701696396
113,113.0,0.0011870478047057986,0.028613977134227753
114,114.0,0.0011704368516802788,0.02855715900659561
115,115.0,0.001151317497715354,0.028521491214632988
116,116.0,0.0011335971066728234,0.028555771335959435
117,117.0,0.0011197380954399705,0.028675967827439308
118,118.0,0.0011082185665145516,0.028808103874325752
119,119.0,0.0010954284807667136,0.028833666816353798
120,120.0,0.0010793526889756322,0.028718482702970505
121,121.0,0.001061212969943881,0.028564780950546265
122,122.0,0.0010444293729960918,0.02847779355943203
123,123.0,0.0010311082005500793,0.028457438573241234
124,124.0,0.0010201693512499332,0.02845562808215618
125,125.0,0.0010095179313793778,0.02844805270433426
126,126.0,0.0009982988703995943,0.028437327593564987
127,127.0,0.0009870787616819143,0.02843106910586357
128,128.0,0.0009770101169124246,0.02843175083398819
129,129.0,0.0009688402060419321,0.028437994420528412
130,130.0,0.0009624937665648758,0.028446169570088387
131,131.0,0.0009574539726600051,0.028452003374695778
132,132.0,0.0009532849653623998,0.028453107923269272
133,133.0,0.0009497993742115796,0.02844984270632267
134,134.0,0.0009469643118791282,0.028444189578294754
135,135.0,0.0009447786724194884,0.02843824401497841
136,136.0,0.0009432104998268187,0.028433403000235558
137,137.0,0.0009421860449947417,0.02843022719025612
138,138.0,0.0009416024549864233,0.028428655117750168
139,139.0,0.0009413406951352954,0.028428230434656143
140,140.0,0.0009412746876478195,0.028428230434656143
141,141.0,0.0009412747458554804,0.028427746146917343
142,142.0,0.0009412082144990563,0.02842574752867222
143,143.0,0.0009409443591721356,0.028421221300959587
144,144.0,0.0009403637959621847,0.02841351367533207
145,145.0,0.0009393769432790577,0.02840268611907959
146,146.0,0.0009379421826452017,0.028389757499098778
147,147.0,0.000936070631723851,0.028376420959830284
148,148.0,0.0009337959927506745,0.028364351019263268
149,149.0,0.0009311140165664256,0.02835460565984249
150,150.0,0.0009279279038310051,0.028347961604595184
151,151.0,0.0009240472572855651,0.02834552712738514
152,152.0,0.0009192773723043501,0.02834871970117092
153,153.0,0.0009136224398389459,0.02835894003510475
154,154.0,0.0009074549889191985,0.028378065675497055
155,155.0,0.000901300401892513,0.02840723656117916
156,156.0,0.0008953672950156033,0.028438236564397812
157,157.0,0.0008894499624148011,0.028447866439819336
158,158.0,0.0008832059102132916,0.02841859497129917
159,159.0,0.0008765801321715117,0.02836293913424015
160,160.0,0.0008700470207259059,0.0283085685223341
161,161.0,0.0008640876039862633,0.02827056311070919
162,162.0,0.0008587163756601512,0.028248392045497894
163,163.0,0.0008536727982573211,0.028234124183654785
164,164.0,0.0008487641462124884,0.028220387175679207
165,165.0,0.0008441170793958008,0.02820606902241707
166,166.0,0.0008399868966080248,0.028193289414048195
167,167.0,0.000836458639241755,0.0281808003783226
168,168.0,0.0008334559970535338,0.028164425864815712
169,169.0,0.0008308524265885353,0.02814236842095852
170,170.0,0.0008285715011879802,0.028117027133703232
171,171.0,0.0008266140357591212,0.02809249609708786
172,172.0,0.0008249999373219907,0.028071744367480278
173,173.0,0.0008237224537879229,0.02805585041642189
174,174.0,0.0008227499201893806,0.02804454043507576
175,175.0,0.0008220394374802709,0.028037000447511673
176,176.0,0.0008215475245378911,0.02803235873579979
177,177.0,0.0008212325046770275,0.028029821813106537
178,178.0,0.0008210550877265632,0.02802872098982334
179,179.0,0.0008209759835153818,0.028028454631567
180,180.0,0.0008209562511183321,0.028028454631567
181,181.0,0.0008209562511183321,0.028028195723891258
182,182.0,0.0008209366351366043,0.028027202934026718
183,183.0,0.0008208589861169457,0.028025025501847267
184,184.0,0.0008206870406866074,0.028021225705742836
185,185.0,0.0008203868637792766,0.02801535837352276
186,186.0,0.0008199292351491749,0.028006939217448235
187,187.0,0.0008192897075787187,0.027995547279715538
188,188.0,0.0008184508187696338,0.027981052175164223
189,189.0,0.000817401276435703,0.02796388603746891
190,190.0,0.0008161374134942889,0.027944838628172874
191,191.0,0.0008146612090058625,0.02792412042617798
192,192.0,0.0008129805792123079,0.027900181710720062
193,193.0,0.0008111103088594973,0.0278700590133667
194,194.0,0.0008090724004432559,0.027832170948386192
195,195.0,0.0008068965398706496,0.02778920903801918
196,196.0,0.0008046183502301574,0.027746528387069702
197,197.0,0.0008022717665880919,0.02770700491964817
198,198.0,0.0007998876390047371,0.02766881138086319
199,199.0,0.0007974979234859347,0.02762930653989315
200,200.0,0.0007951371953822672,0.02758890576660633
201,201.0,0.0007928393897600472,0.02754908613860607
202,202.0,0.0007906309328973293,0.027509251609444618
203,203.0,0.000788532430306077,0.027468325570225716
204,204.0,0.000786560878623277,0.027427805587649345
205,205.0,0.0007847311208024621,0.02739066071808338
206,206.0,0.0007830557879060507,0.027358083054423332
207,207.0,0.000781542039476335,0.02732899971306324
208,208.0,0.0007801922620274127,0.02730218507349491
209,209.0,0.0007790058734826744,0.027277665212750435
210,210.0,0.0007779801380820572,0.027256270870566368
211,211.0,0.0007771102245897055,0.027238573879003525
212,212.0,0.0007763892645016313,0.027224525809288025
213,213.0,0.0007758077699691057,0.027213700115680695
214,214.0,0.0007753543322905898,0.027205586433410645
215,215.0,0.0007750159129500389,0.02719978056848049
216,216.0,0.0007747777854092419,0.027195928618311882
217,217.0,0.0007746235351078212,0.027193689718842506
218,218.0,0.0007745360489934683,0.027192657813429832
219,219.0,0.0007744970498606563,0.02719239704310894
220,220.0,0.0007744872127659619,0.02719239704310894
221,221.0,0.0007744872127659619,0.027192123234272003
222,222.0,0.0007744774338789284,0.027191027998924255
223,223.0,0.0007744389004074037,0.02718856930732727
224,224.0,0.0007743531605228782,0.027184221893548965
225,225.0,0.0007742032175883651,0.027177542448043823
226,226.0,0.0007739740540273488,0.027168171480298042
227,227.0,0.0007736529223620892,0.027155861258506775
228,228.0,0.0007732291705906391,0.027140412479639053
229,229.0,0.000772695813793689,0.027121568098664284
230,230.0,0.0007720488356426358,0.02709905616939068
231,231.0,0.0007712876540608704,0.027072792872786522
232,232.0,0.0007704150048084557,0.027043281123042107
233,233.0,0.0007694372907280922,0.02701147459447384
234,234.0,0.0007683637668378651,0.026977885514497757
235,235.0,0.0007672066567465663,0.026941878721117973
236,236.0,0.0007659803959541023,0.026902448385953903
237,237.0,0.000764700525905937,0.026859957724809647
238,238.0,0.000763384101446718,0.026816213503479958
239,239.0,0.0007620492251589894,0.02677258849143982
240,240.0,0.0007607133011333644,0.026729227975010872
241,241.0,0.0007593933842144907,0.026686308905482292
